cluster_id,vocab,sleep_wake,session,item,target,RT
AmPme02f,38,wake,1,oncilla,0,NA
AmPme02f,38,sleep,1,oranda,0,NA
AmPme02f,38,sleep,1,protea,0,NA
AmPme02f,38,wake,1,serval,1,1196.4
AmPme02f,38,sleep,1,trillium,1,1061.2
AmPme02f,38,sleep,1,woylie,1,956.6
AmPme02f,38,sleep,1,zinnia,1,1053.6
AmPme02f,38,sleep,2,zinnia,1,1148
AmPmbe42,29,sleep,1,protea,0,NA
AmPmbe42,29,wake,1,serval,0,NA
AmPmbe42,29,sleep,1,trillium,0,NA
AmPmbe42,29,sleep,1,woylie,0,NA
AmPmbe42,29,sleep,1,agouti,0,NA
AmPmbe42,29,wake,1,banyan,0,NA
AmPmbe42,29,wake,1,baobab,0,NA
AmPmbe42,29,sleep,1,blenny,0,NA
AmPmbe42,29,wake,1,caracal,1,2466
AmPmbe42,29,wake,1,deglupta,0,NA
AmPmbe42,29,sleep,1,dingo,1,1596.4
AmPmbe42,29,sleep,1,dorado,0,NA
AmPmbe42,29,wake,1,drongo,0,NA
AmPmbe42,29,sleep,1,zinnia,0,NA
AmPmbe42,29,wake,1,gelada,0,NA
AmPmbe42,29,wake,1,hoopoe,0,NA
AmPmbe42,29,sleep,1,komondor,1,1502.7
AmPmbe42,29,wake,1,lesula,0,NA
AmPmbe42,29,sleep,1,lycaon,0,NA
AmPmbe42,29,wake,1,mandrill,1,NA
AmPmbe42,29,sleep,1,marmot,0,NA
AmPmbe42,29,wake,1,oncilla,0,NA
AmPmbe42,29,sleep,1,oranda,0,NA
AmPmbe42,29,sleep,2,agouti,0,NA
AmPmbe42,29,wake,2,banyan,0,NA
AmPmbe42,29,wake,1,galah,0,NA
AmPmbe42,29,sleep,2,blenny,0,NA
AmPmbe42,29,wake,2,caracal,1,2966.3
AmPmbe42,29,wake,2,deglupta,0,NA
AmPmbe42,29,sleep,2,dingo,1,1616.8
AmPmbe42,29,sleep,2,dorado,0,NA
AmPmbe42,29,wake,2,drongo,0,NA
AmPmbe42,29,wake,2,galah,0,NA
AmPmbe42,29,wake,2,gelada,0,NA
AmPmbe42,29,wake,2,hoopoe,0,NA
