x,cluster_id,target
-0.585278665,190,0
-0.209254561,190,1
0.390770473,190,0
-0.499981158,190,1
-0.68775027,190,1
0.498135695,191,1
-0.496672528,191,1
0.867217729,191,0
-0.872687761,191,0
-0.671368285,191,1
0.572393568,192,1
-0.21531354,192,1
-0.877763796,192,0
-0.270156386,192,0
-0.642679177,192,1
0.026161759,193,1
-0.360086211,193,1
0.259490218,193,1
0.671633155,193,0
0.534651764,193,0
-0.295466632,194,1
0.704930375,194,1
-0.395349861,194,0
-0.534391071,194,1
0.836100549,194,1
-0.011138373,195,1
-0.699772849,195,0
0.569072821,195,0
0.171989571,195,0
-0.447807206,195,1
-0.208034797,196,0
0.351839265,196,0
0.987066978,196,0
0.918873008,196,1
0.189876195,196,0
-0.820569533,197,0
0.95940285,197,0
0.531062668,197,0
-0.229104917,197,1
-0.057578568,197,0
-0.742198521,198,0
-0.683261832,198,1
-0.535732717,198,1
0.207690576,198,1
-0.145785164,198,0
-0.039453153,199,1
0.223671189,199,1
-0.694052836,199,0
-0.674355668,199,1
0.015857547,199,1
-0.409166455,200,1
0.441080948,200,1
-0.631575458,200,1
-0.156585495,200,0
0.280209386,200,0
0.927742699,201,0
0.144983374,201,1
0.881903517,201,1
-0.821510411,201,1
-0.547505275,201,1
-0.587264549,202,0
0.831923516,202,1
-0.610358991,202,1
0.79285989,202,1
-0.010440046,202,0
-0.482631455,203,1
-0.024788759,203,1
0.883326466,203,0
0.819862868,203,0
0.904238343,203,0
0.736194152,204,0
0.468805163,204,0
-0.26875557,204,0
0.627673725,204,0
-0.115972254,204,0
-0.688755956,205,0
-0.258223327,205,0
0.937694888,205,0
-0.104455326,205,0
-0.447262595,205,0
-0.086224143,206,0
-0.281570575,206,0
0.581931959,206,1
0.391048555,206,1
-0.177018287,206,0
0.082149584,207,1
-0.516059723,207,1
0.907641186,207,1
0.612801733,207,1
-0.537579314,207,0
-0.345584893,208,0
-0.409255164,208,0
-0.078871036,208,0
0.207653808,208,1
0.106316117,208,0
0.426964809,209,1
0.69667541,209,1
0.996598363,209,0
-0.094442281,209,0
-0.806408168,209,1
-0.116209207,210,0
0.735898203,210,0
0.272668985,210,0
0.62630816,210,1
-0.562524187,210,0
0.729857243,211,0
-0.02298967,211,1
-0.795575406,211,1
0.462455844,211,0
0.284062246,211,1
0.019644095,212,0
-0.379957629,212,0
-0.409500489,212,0
-0.920423142,212,0
-0.708555247,212,0
-0.633057566,213,0
-0.035940446,213,0
-0.703506638,213,0
0.631344978,213,0
0.898518795,213,1
0.720331066,214,1
-0.520891317,214,0
0.821942059,214,1
0.630801558,214,1
0.437639988,214,1
0.455435568,215,0
-0.838102215,215,0
-0.57322148,215,0
0.392686587,215,1
0.409541672,215,1
-0.078151735,216,0
0.422044431,216,1
-0.279943476,216,0
-0.750896418,216,0
0.603217491,216,1
0.531621987,217,0
0.096211053,217,0
-0.004340071,217,0
-0.399000174,217,0
-0.189227785,217,0
-0.145616737,218,0
-0.624016758,218,0
-0.367107261,218,0
-0.138182521,218,0
0.288497784,218,0
-0.722012583,219,0
-0.812981809,219,0
-0.019139002,219,1
0.330025552,219,1
-0.105611566,219,0
0.661740899,220,1
-0.19376806,220,0
-0.426972397,220,1
0.734592352,220,1
-0.709312736,220,1
-0.464154633,221,1
-0.647814445,221,0
-0.105272614,221,0
0.453762918,221,1
0.612328594,221,1
-0.698206014,222,0
0.813490286,222,1
0.738744247,222,1
-0.083020108,222,1
-0.949315677,222,1
0.052027978,223,0
-0.522921636,223,0
0.728290565,223,0
-0.714100921,223,0
0.250907015,223,0
-0.008746525,224,1
0.259980076,224,1
-0.651184316,224,1
-0.205165762,224,0
0.539016669,224,1
0.079512173,225,0
0.884727698,225,1
0.005777207,225,0
0.426877446,225,0
0.43539301,225,0
0.675990644,226,1
-0.115542763,226,1
-0.103898549,226,1
-0.241300351,226,0
-0.935067448,226,0
-0.059769113,227,0
0.114117373,227,1
-0.353923739,227,1
0.836948316,227,1
0.878403256,227,0
0.557022233,228,1
-0.710766197,228,0
-0.998527885,228,0
0.774719008,228,0
-0.700131319,228,0
-0.008334373,229,1
-0.910894083,229,1
-0.956674366,229,1
-0.300281847,229,0
-0.414161251,229,0
-0.935414203,230,0
0.752311344,230,1
0.783289,230,1
-0.803961196,230,0
0.281789592,230,1
0.105422601,231,1
0.836592472,231,1
-0.780542607,231,0
0.13296333,231,0
0.064595518,231,0
-0.498772914,232,1
0.694033095,232,1
0.459925463,232,0
-0.162613825,232,1
-0.190611405,232,0
0.661431939,233,0
0.14485468,233,0
0.533970697,233,0
-0.789534973,233,1
0.773507792,233,1
-0.777862506,234,1
0.817364689,234,0
-0.612899053,234,1
0.682888086,234,0
0.740315727,234,1
0.303815783,235,0
0.997621962,235,0
0.049666667,235,1
-0.27806928,235,1
0.109474116,235,1
0.715836078,236,0
0.283630116,236,0
-0.996779089,236,1
-0.632133108,236,1
-0.4658734,236,1
-0.44768695,237,0
-0.304678139,237,1
-0.38153839,237,0
-0.155427775,237,0
-0.39984582,237,0
0.342842567,238,0
-0.221695913,238,0
-0.5420263,238,1
-0.04426191,238,1
-0.85166455,238,0
-0.57326939,239,0
0.673094569,239,1
-0.974538307,239,0
0.077654326,239,0
0.956359072,239,0
-0.855549464,240,0
-0.585770577,240,1
-0.04459929,240,0
0.693248051,240,0
-0.66164785,240,0
-0.463192399,241,0
0.902808817,241,1
0.382724682,241,1
0.820141659,241,0
-0.108848634,241,0
-0.998496425,242,1
0.452409614,242,0
0.884074447,242,1
-0.935536751,242,0
-0.587976567,242,1
0.187868536,243,0
-0.032089982,243,1
-0.118690502,243,1
-0.095119212,243,0
0.834660242,243,0
-0.004609645,244,0
-0.259598122,244,1
0.621476686,244,1
-0.302028853,244,1
-0.859821802,244,0
-0.934077901,245,0
0.885739962,245,0
0.130453161,245,1
0.682866078,245,0
0.464021688,245,0
0.962138531,246,0
-0.185475914,246,0
0.616569904,246,0
-0.440316649,246,1
0.091295213,246,0
0.281401174,247,0
0.817293392,247,0
-0.768437168,247,1
0.621863713,247,0
0.247029071,247,0
0.335830136,248,1
0.68864714,248,1
-0.856511616,248,0
-0.13058926,248,0
0.502731108,248,1
-0.302199691,249,0
-0.893805274,249,1
-0.273021007,249,1
0.530920858,249,1
0.372978716,249,0
0.47109625,250,0
-0.796963678,250,1
0.010086395,250,0
-0.600408621,250,0
-0.733575121,250,1
-0.86461977,251,0
-0.568633824,251,0
-0.210471482,251,1
0.906903465,251,1
-0.030154554,251,0
-0.542399444,252,0
0.068608279,252,1
0.578704796,252,1
-0.133348892,252,0
-0.56540685,252,0
-0.932640967,253,0
-0.082787896,253,1
-0.798413196,253,1
0.191364132,253,0
-0.232708697,253,1
0.215855048,254,0
0.217302975,254,1
-0.981243901,254,0
0.149095702,254,0
0.651191853,254,1
-0.705690616,255,0
0.73974687,255,0
0.693066441,255,0
-0.47867983,255,1
0.036182109,255,1
-0.759380503,256,0
-0.273083029,256,1
-0.14048323,256,0
0.211811368,256,1
0.719148725,256,0
0.606223972,257,0
-0.54832282,257,0
0.452862447,257,0
0.032243385,257,0
-0.307862039,257,1
-0.700525901,258,1
-0.762424696,258,0
0.59887169,258,0
0.611826233,258,0
-0.672780896,258,0
-0.704044176,259,1
0.468382941,259,0
-0.507569266,259,1
-0.008188381,259,0
0.747960903,259,1
-0.858159985,260,0
-0.401918245,260,0
0.220498288,260,0
-0.201882786,260,0
-0.260541731,260,0
0.363840684,261,1
0.940803831,261,1
0.818179222,261,1
-0.231885575,261,0
-0.674955312,261,1
-0.746446751,262,0
0.542629177,262,0
0.996573731,262,0
-0.022852325,262,1
-0.373893255,262,1
0.844709014,263,1
0.822178884,263,1
0.663246126,263,0
-0.612864104,263,1
-0.037017813,263,1
0.157212815,264,1
-0.549595147,264,0
-0.559231678,264,1
-0.805812106,264,0
-0.624283988,264,1
-0.687479799,265,0
0.306937131,265,0
-0.341695569,265,0
0.239232133,265,1
-0.772785783,265,1
-0.515154244,266,1
-0.114063882,266,1
0.098863606,266,0
-0.407863197,266,0
