cluster_id,item,context,rpitch,rintensity,rduration,target,trial,text
741,1,NoAlternative,145.3761157,1.733,-0.485507816,Noun,24,"My friend Mary knows everything about French wine, and has pretty high standards when it comes to food and drink. So guess what she brought for last night's dinner: A good wine. "
820,1,NoAlternative,-444.8969452,11.408,-0.350202429,Adjective,20,"My friend Mary knows everything about French wine, and has pretty high standards when it comes to food and drink. So guess what she brought for last night's dinner: A good wine. "
1004,1,Alternative,-135.9907237,2.373,-0.938269639,Adjective,36,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1050,1,Alternative,254.0577214,7.88,-0.127833372,Adjective,15,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1169,1,Alternative,-212.772349,6.068,-0.217723484,Adjective,3,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1170,1,Alternative,284.7620674,3.678,-0.955511445,Adjective,12,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1171,1,Alternative,409.7216775,1.523,0.066691374,Noun,10,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1172,1,Alternative,-511.094164,-7.491,-0.806475866,Noun,19,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1173,1,Alternative,-83.46400385,1.598,-0.793230639,Noun,25,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1174,1,Alternative,98.18049975,2.535,-0.753771802,Adjective,12,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1175,1,Alternative,445.9887991,2.654,-0.693147181,Adjective,35,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1176,1,Alternative,133.0040804,6.14,-0.268263987,Noun,17,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1177,1,Alternative,69.53556923,3.265,-0.924948795,Adjective,12,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1178,1,Alternative,280.0625661,4.18,0.223143551,Adjective,34,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1179,1,Alternative,-4.16125635,1.08,-0.456758402,Noun,26,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1180,1,Alternative,73.45037388,3.145,-0.872488109,Noun,4,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
264,1,Alternative,-113.6903138,-1.508,-0.371563556,Adjective,23,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
741,1,Alternative,-41.20762617,0.295,-0.630626824,Adjective,11,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
820,1,Alternative,451.9997651,6.717,-0.606135804,Adjective,32,"My friend Mary is a bit of a snob, and despises bad wine, and also bad food. So guess what she brought for last night's dinner: A good wine. "
1004,10,New,1116.300394,-3.854,-0.908855753,Adjective,5,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1050,10,New,NA,0.132,-0.369747026,Noun,7,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1169,10,New,341.4625243,-1.44,-0.693147181,Noun,20,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1170,10,New,128.3695616,3.187,-0.613104473,Adjective,30,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1171,10,New,NA,-3.5,-0.382992252,Noun,16,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1172,10,New,434.8351596,-1.062,-1.098612289,Noun,26,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1173,10,New,11.74295257,-0.114,-0.99633344,Noun,22,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1174,10,New,17.94129935,-1.278,-0.510825624,Noun,27,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1175,10,New,-126.5022551,3.688,-0.857450232,Noun,5,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1176,10,New,-519.3889526,-4.259,-0.810930216,Noun,26,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1177,10,New,97.61554942,-5.308,-0.780158558,Noun,27,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1178,10,New,NA,-2.887,-0.807557532,Noun,4,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1179,10,New,0,-0.078,-0.889857475,Noun,20,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1180,10,New,NA,0.817,-0.658055861,Noun,33,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
207,10,New,-94.0025192,-0.362,-0.587786665,Noun,18,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
264,10,New,-498.6394143,-4.146,-0.672944473,Noun,32,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
741,10,New,1265.805858,0.778,-0.916290732,Noun,26,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
820,10,New,545.5798238,1.651,-0.857450232,Adjective,5,"Ruth was promoted, her first task was to hire some staff for her office, which is difficult. Still, in the end she succeeded: She hired a nice assistant."
1004,10,NoAlternative,NA,-1.084,-0.878550404,Noun,17,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1050,10,NoAlternative,NA,-1.291,-0.306730267,Noun,34,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1169,10,NoAlternative,282.7411988,-2.735,-0.624154309,Noun,33,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1170,10,NoAlternative,411.5404677,1.57,-0.796943974,Noun,13,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1171,10,NoAlternative,NA,-2.875,-0.382992252,Noun,29,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1172,10,NoAlternative,-64.16106617,-2.104,-1.023388867,Noun,1,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1174,10,NoAlternative,-7.826063274,-2.557,-0.90825856,Noun,20,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1175,10,NoAlternative,895.4636183,-2.997,-0.723000144,Noun,19,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1177,10,NoAlternative,287.0251967,2.213,-0.946143695,Noun,20,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1178,10,NoAlternative,-142.6915204,1.606,-0.819440906,Noun,19,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1179,10,NoAlternative,-857.4326898,-0.509,-0.961411167,Noun,10,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1180,10,NoAlternative,83.34429867,9.991,0,Noun,21,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
207,10,NoAlternative,1160.797972,-0.369,-0.564529803,Noun,29,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
264,10,NoAlternative,-72.00421528,-1.301,-1.004583339,Noun,7,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
741,10,NoAlternative,129.8028634,3.277,-0.872940291,Noun,15,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
820,10,NoAlternative,1045.07406,-1.596,-0.902867712,Noun,22,"Ruth was asked to hire a new assistant for her office. It seemed difficult. Still, in the end she succeeded: She hired a nice assistant."
1004,10,Alternative,-344.7913761,2.02,-0.656779536,Adjective,33,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1050,10,Alternative,NA,2.015,-0.435318071,Adjective,24,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1169,10,Alternative,1062.047597,-0.962,-0.541597282,Noun,5,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1170,10,Alternative,227.9098628,-4.382,-1.120591195,Noun,5,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1171,10,Alternative,NA,-2.505,-0.350202429,Noun,7,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1172,10,Alternative,-357.8273061,-1.025,-1.069198403,Noun,13,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1173,10,Alternative,-14.8890374,5.574,-0.857450232,Noun,29,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1175,10,Alternative,NA,2.486,-1.014730805,Adjective,32,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1176,10,Alternative,NA,-2.582,-0.955511445,Noun,24,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1177,10,Alternative,130.9854973,-1.655,-0.678758443,Adjective,9,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1178,10,Alternative,NA,-2.051,-0.858661619,Noun,29,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1179,10,Alternative,14.55979688,1.769,-0.991640169,Noun,31,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1180,10,Alternative,NA,2.232,-0.767255153,Noun,2,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
207,10,Alternative,NA,-3.057,-0.764606145,Noun,7,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
264,10,Alternative,1273.172974,3.011,-0.415515444,Noun,20,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
741,10,Alternative,NA,5.96,-1.373049134,Noun,1,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
820,10,Alternative,512.6084903,3.179,-1.085189268,Noun,36,"At first, Mary accidentally hired a rude assistant as a PR person for her companhy, who quickly left.  Still, in the end she succeeded: She hired a nice assistant."
1004,11,New,NA,7.368,-0.107630664,Noun,22,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1050,11,New,148.5934688,9.466,0.362905494,Noun,29,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1169,11,New,NA,2.319,0.693147181,Noun,36,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1170,11,New,228.2175714,10.734,0.144581229,Noun,24,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1171,11,New,339.6000703,17.357,0.887303195,Noun,25,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1172,11,New,580.8097015,1.283,0.100083459,Noun,7,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1173,11,New,322.9932475,10.207,0.363965377,Noun,9,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1174,11,New,78.69463836,8.617,-0.067441281,Noun,18,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1175,11,New,-309.0037157,0.978,0.299242895,Noun,22,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1176,11,New,165.0972248,12.72,0.150282203,Noun,5,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1177,11,New,234.8830482,6.493,0.054067221,Noun,16,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1178,11,New,263.6198451,10.796,0.300104592,Noun,22,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1179,11,New,401.8589766,10.226,0.064538521,Noun,6,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1180,11,New,NA,2.188,0.395312737,Noun,22,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
207,11,New,1543.304012,6.305,0.504556011,Noun,26,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
264,11,New,NA,4.219,0.315852949,Noun,12,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
741,11,New,NA,6.232,0.078471615,Noun,22,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
820,11,New,14.58711739,0.585,0.101096117,Noun,13,"Sue had trouble finding a birthday present for John. But eventually, she got lucky. She sent John an interesting book."
1004,11,NoAlternative,NA,9.561,-0.021506205,Adjective,34,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1050,11,NoAlternative,306.8934139,10.758,0.344840486,Noun,17,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1169,11,NoAlternative,194.2772504,7.173,0.146603474,Noun,12,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1170,11,NoAlternative,291.2873033,12.136,-0.036367644,Adjective,10,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1171,11,NoAlternative,203.0899818,18.543,0.967584026,Noun,3,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1172,11,NoAlternative,1382.748058,3.67,0.15415068,Noun,21,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1173,11,NoAlternative,371.5509954,2.269,0.340325806,Noun,32,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1174,11,NoAlternative,NA,8.975,0.816761137,Noun,4,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1175,11,NoAlternative,NA,8.761,0.527354926,Adjective,34,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1176,11,NoAlternative,301.8092852,14.983,0.158224005,Noun,18,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1177,11,NoAlternative,201.9853389,6.273,0.441832752,Noun,5,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1178,11,NoAlternative,2318.988503,19.101,0.473287704,Adjective,35,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1179,11,NoAlternative,-1039.183786,2.3,0.673729095,Noun,28,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1180,11,NoAlternative,NA,5.747,0.112477983,Noun,12,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
207,11,NoAlternative,NA,4.997,0.792238083,Noun,1,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
264,11,NoAlternative,1272.825,-0.666,0.839750655,Noun,22,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
820,11,NoAlternative,-271.700172,-1.113,0.09531018,Noun,27,"Sue had trouble finding a good book that might interest John. But eventually, she got lucky. She sent John an interesting book."
1004,11,Alternative,NA,4.88,-0.065957968,Noun,11,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1050,11,Alternative,NA,15.912,0.569094532,NA,6,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1169,11,Alternative,1753.623888,10.881,0.127833372,Noun,23,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1170,11,Alternative,1579.203418,10.443,0.198450939,Adjective,34,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1171,11,Alternative,NA,18.639,1.252762968,Noun,15,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1172,11,Alternative,NA,5.855,0.191055237,Adjective,32,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1173,11,Alternative,1524.960867,8.02,0.251314428,Noun,20,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1174,11,Alternative,1332.913881,11.219,0.127833372,Adjective,30,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1175,11,Alternative,1457.767511,13.643,0.677879708,Adjective,11,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1176,11,Alternative,425.5631879,17.529,0.29479954,Noun,30,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1177,11,Alternative,248.9778381,11.634,0.099090903,Noun,29,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1178,11,Alternative,NA,21.564,0.36772478,Adjective,11,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1179,11,Alternative,NA,16.05,0.496436886,Adjective,18,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1180,11,Alternative,52.02961744,3.261,-0.498246842,Noun,36,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
207,11,Alternative,NA,21.706,1.079920156,Adjective,15,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
264,11,Alternative,-1136.999023,8.515,1.631416819,Noun,36,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
741,11,Alternative,NA,13.47,0.078471615,Noun,34,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
820,11,Alternative,NA,10.333,0.042559614,Adjective,2,"There's nothing worse that giving someone a boring book as a present, so sometimes it's better not give a book. But Mary was confident on this one. She sent John an interesting book."
1004,12,New,-272.6909276,7.167,-0.861482495,Noun,25,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1050,12,New,167.8239242,8.545,-0.296731908,Adjective,21,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1169,12,New,248.424696,1.495,-0.704197017,Noun,7,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1171,12,New,162.5099112,9.964,-0.488846717,Adjective,9,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1172,12,New,-186.0494634,5.769,-0.831733344,Noun,20,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1173,12,New,179.0448758,1.104,-0.980829253,Noun,28,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1174,12,New,-1640.737651,2.986,-0.570544858,Noun,3,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1175,12,New,-63.44937991,-2.477,-0.813775168,Noun,36,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1176,12,New,193.0008582,10.054,-0.935460648,Noun,20,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1177,12,New,7.033013984,3.207,-0.826678573,Noun,2,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1178,12,New,299.5275834,7.653,-0.405465108,Adjective,36,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1179,12,New,106.453418,3.14,-0.842678915,Adjective,36,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
