target,Xfixed.V1,Xfixed.x1,Xfixed.x2,Xfixed.x3,Xfixed.x4,Xfixed.x5,Xrandom.V1,Xrandom.x1,cluster_id
1,1,0.721816513,0.154133446,0.688702018,0.178921876,0.766457889,1,0.721816513,2
0,1,0.50796494,0.899879547,0.411563113,0.093076935,0.037073164,1,0.50796494,2
0,1,0.019126084,0.138536388,0.755721976,0.825807269,0.489892293,1,0.019126084,2
0,1,0.077011045,0.799714796,0.427404507,0.945119958,0.382299913,1,0.077011045,2
0,1,0.177232188,0.0668328,0.68329721,0.604711061,0.771805129,1,0.177232188,2
0,1,0.91612631,0.638126231,0.47263469,0.422748463,0.047820796,1,0.91612631,2
1,1,0.906433414,0.877130861,0.231510179,0.108672509,0.962813735,1,0.906433414,2
1,1,0.867785837,0.048624283,0.99011604,0.357374214,0.137911173,1,0.867785837,2
0,1,0.023806961,0.473068702,0.611606902,0.587613034,0.863914436,1,0.023806961,2
0,1,0.359888554,0.872113804,0.166357548,0.384975692,0.740933636,1,0.359888554,2
0,1,0.694850314,0.023482596,0.441274278,0.389933817,0.136609071,1,0.694850314,2
0,1,0.970486203,0.039338203,0.714372729,0.77247146,0.154071413,1,0.970486203,2
1,1,0.254677659,0.300706175,0.184636358,0.413841482,0.127014246,1,0.254677659,2
1,1,0.929334137,0.211046686,0.687810946,0.046047183,0.211064602,1,0.929334137,2
0,1,0.020175131,0.404841589,0.61778905,0.298592422,0.226559882,1,0.020175131,2
0,1,0.030099777,0.964195701,0.822416585,0.945783394,0.425775261,1,0.030099777,2
0,1,0.846925284,0.498877075,0.090603217,0.209676831,0.607846072,1,0.846925284,2
1,1,0.418364171,0.690073909,0.573301439,0.157800292,0.538284789,1,0.418364171,2
1,1,0.303995798,0.360786448,0.977370201,0.001842013,0.3875256,1,0.303995798,2
1,1,0.620759773,0.991351985,0.811805777,0.198770191,0.32938069,1,0.620759773,2
1,1,0.82264459,0.891259572,0.191026547,0.652347775,0.316986792,1,0.82264459,2
0,1,0.005701558,0.67827772,0.850094286,0.362375148,0.109646503,1,0.005701558,2
1,1,0.586230184,0.175924953,0.25666667,0.026249835,0.99951481,1,0.586230184,3
0,1,0.479197492,0.657031752,0.208885512,0.986974604,0.487777554,1,0.479197492,3
1,1,0.92045641,0.454541968,0.591451089,0.300556561,0.443143092,1,0.92045641,3
1,1,0.908585849,0.204020282,0.23783575,0.030403789,0.340133852,1,0.908585849,3
1,1,0.626362188,0.601097126,0.974465512,0.862840228,0.902122678,1,0.626362188,3
0,1,0.963519173,0.885404649,0.632886531,0.684779776,0.07146234,1,0.963519173,3
0,1,0.033131368,0.447955072,0.910917776,0.515463244,0.101410289,1,0.033131368,3
1,1,0.846911061,0.550977922,0.047968644,0.924718708,0.174628457,1,0.846911061,3
1,1,0.904488918,0.533907684,0.686549287,0.669475658,0.397077596,1,0.904488918,3
1,1,0.421996369,0.710308972,0.425644479,0.599597606,0.939767104,1,0.421996369,3
1,1,0.485898181,0.549875727,0.010661092,0.070000118,0.779612347,1,0.485898181,3
1,1,0.370580615,0.679775588,0.871780802,0.078902825,0.487061191,1,0.370580615,3
1,1,0.750019654,0.951658718,0.868510066,0.837361974,0.268833542,1,0.750019654,3
1,1,0.705559603,0.14411947,0.223097021,0.88617624,0.073154799,1,0.705559603,3
1,1,0.284644942,0.195613133,0.98848606,0.937925144,0.783890817,1,0.284644942,3
1,1,0.815613266,0.628362523,0.115900493,0.521904873,0.318208253,1,0.815613266,3
1,1,0.148634684,0.320046701,0.058564339,0.817174795,0.757776365,1,0.148634684,3
1,1,0.365374753,0.192567607,0.182562981,0.225709075,0.556510463,1,0.365374753,3
0,1,0.13695505,0.901373478,0.122404072,0.863504102,0.97063403,1,0.13695505,3
1,1,0.182324307,0.208437564,0.838856573,0.037392427,0.936602138,1,0.182324307,3
1,1,0.314822785,0.476861109,0.29437316,0.974474289,0.280342737,1,0.314822785,3
0,1,0.289007749,0.107221796,0.943298145,0.924033015,0.536894003,1,0.289007749,3
0,1,0.587107022,0.45994316,0.737703089,0.582250881,0.761119249,1,0.587107022,3
1,1,0.037796904,0.752638073,0.830246708,0.1813071,0.188292954,1,0.037796904,3
1,1,0.301417055,0.386828277,0.216136435,0.476096364,0.611354436,1,0.301417055,3
1,1,0.075120465,0.731374899,0.777027174,0.088859502,0.276373861,1,0.075120465,3
1,1,0.634628262,0.394799746,0.594093911,0.656134833,0.380028794,1,0.634628262,3
1,1,0.631147251,0.642761404,0.550376439,0.616342403,0.422223683,1,0.631147251,3
1,1,0.333647651,0.319846164,0.242940849,0.758062026,0.683497432,1,0.333647651,3
1,1,0.176869216,0.456909022,0.885692916,0.464451038,0.926710126,1,0.176869216,4
1,1,0.033924844,0.374010359,0.398967952,0.167172706,0.504407047,1,0.033924844,4
1,1,0.388781912,0.450197971,0.625925535,0.2309309,0.31996814,1,0.388781912,4
0,1,0.019176264,0.485620949,0.571100113,0.725978527,0.429385341,1,0.019176264,4
1,1,0.411264464,0.701873559,0.521128902,0.756408038,0.933971079,1,0.411264464,4
1,1,0.194662153,0.048540418,0.892471171,0.15018053,0.26122333,1,0.194662153,4
1,1,0.867170717,0.007444833,0.751789402,0.035694124,0.971102543,1,0.867170717,4
1,1,0.1412477,0.988687872,0.919805832,0.493620629,0.959361957,1,0.1412477,4
0,1,0.009839898,0.982807623,0.507247449,0.32637052,0.325314659,1,0.009839898,4
1,1,0.676334608,0.292855931,0.613755868,0.895870671,0.713152158,1,0.676334608,4
1,1,0.19299168,0.361706367,0.885937456,0.391649169,0.000795255,1,0.19299168,4
1,1,0.878237793,0.283460395,0.127303755,0.035004322,0.078692363,1,0.878237793,4
1,1,0.245547951,0.157377932,0.276406766,0.379590092,0.375507602,1,0.245547951,4
1,1,0.441826607,0.35387035,0.594711061,0.021476292,0.267662261,1,0.441826607,4
1,1,0.698597078,0.089112437,0.317311063,0.809063835,0.749353095,1,0.698597078,4
1,1,0.113811809,0.494931209,0.978358885,0.998187617,0.687016072,1,0.113811809,4
1,1,0.506680392,0.470070946,0.3616153,0.100427152,0.63035781,1,0.506680392,4
1,1,0.521188372,0.1242099,0.128338835,0.014173378,0.328323565,1,0.521188372,4
1,1,0.462641379,0.922936202,0.248574805,0.388605106,0.214046613,1,0.462641379,4
1,1,0.60155745,0.095858062,0.762100898,0.082633937,0.280092926,1,0.60155745,4
1,1,0.279368245,0.146231744,0.723185823,0.094926609,0.0684689,1,0.279368245,4
1,1,0.771854392,0.819321893,0.14560049,0.504489311,0.545292591,1,0.771854392,4
1,1,0.809552239,0.501854399,0.610947001,0.217513526,0.717213797,1,0.809552239,4
0,1,0.127688589,0.047858023,0.241570736,0.845545904,0.596982916,1,0.127688589,4
1,1,0.939336071,0.26936422,0.970751009,0.803563911,0.912092431,1,0.939336071,4
1,1,0.537104804,0.547527389,0.422592588,0.695198488,0.56473078,1,0.537104804,4
1,1,0.096304304,0.442703711,0.015625626,0.228100094,0.591523465,1,0.096304304,5
1,1,0.104828398,0.523633348,0.751040979,0.07656017,0.741403062,1,0.104828398,5
0,1,0.837190569,0.218376411,0.456515048,0.445941323,0.525239113,1,0.837190569,5
1,1,0.00636796,0.187909263,0.825417425,0.045060187,0.908902769,1,0.00636796,5
0,1,0.834354579,0.093522493,0.603395971,0.011748224,0.030962153,1,0.834354579,5
1,1,0.741019869,0.328945634,0.231729218,0.59017948,0.339229147,1,0.741019869,5
1,1,0.291678594,0.506027058,0.793593419,0.915199896,0.341732756,1,0.291678594,5
0,1,0.766789185,0.339692007,0.997417623,0.073854847,0.479562397,1,0.766789185,5
1,1,0.123259893,0.460869871,0.602173203,0.13739841,0.102980624,1,0.123259893,5
0,1,0.853193704,0.73277743,0.431571723,0.71031081,0.032329429,1,0.853193704,5
1,1,0.877804965,0.484792076,0.426504796,0.18694127,0.493294206,1,0.877804965,5
0,1,0.443566161,0.454873603,0.858495761,0.992581412,0.958223753,1,0.443566161,5
1,1,0.602182384,0.774390225,0.355728875,0.052262595,0.478605675,1,0.602182384,5
1,1,0.382570164,0.348412525,0.817834135,0.789645788,0.841005161,1,0.382570164,5
1,1,0.02082035,0.119612406,0.739790871,0.134084287,0.178504442,1,0.02082035,5
0,1,0.956562488,0.782325793,0.895472794,0.804289891,0.144872269,1,0.956562488,5
1,1,0.983873704,0.450662534,0.261846904,0.03824943,0.774451868,1,0.983873704,5
1,1,0.029606984,0.701621915,0.261816925,0.36180042,0.533965749,1,0.029606984,5
0,1,0.313403171,0.534254154,0.048509822,0.22579735,0.060953787,1,0.313403171,5
1,1,0.356290848,0.712546054,0.380363539,0.228554134,0.776855933,1,0.356290848,5
1,1,0.480989345,0.119412739,0.428537845,0.959532163,0.597878438,1,0.480989345,5
1,1,0.655085397,0.31537535,0.737671652,0.361418764,0.712030544,1,0.655085397,5
0,1,0.228217545,0.943243749,0.966489402,0.980105832,0.913394083,1,0.228217545,5
1,1,0.344765479,0.807891044,0.051573013,0.08945871,0.474390999,1,0.344765479,5
1,1,0.772945235,0.060497893,0.240641804,0.398197029,0.822870606,1,0.772945235,5
1,1,0.567136551,0.500760061,0.627021288,0.217321198,0.717306462,1,0.567136551,5
1,1,0.042558322,0.065848906,0.871054137,0.345011453,0.489244895,1,0.042558322,5
0,1,0.879746598,0.671784752,0.608518325,0.809426584,0.792896606,1,0.879746598,5
0,1,0.53451161,0.893953223,0.91862758,0.636944048,0.678826115,1,0.53451161,5
1,1,0.256098445,0.356224985,0.383558411,0.134169315,0.153523426,1,0.256098445,6
1,1,0.018931563,0.526992634,0.010058298,0.84435878,0.811492704,1,0.018931563,6
1,1,0.714767284,0.659208914,0.220708415,0.390948556,0.545418981,1,0.714767284,6
1,1,0.71049197,0.726458649,0.927778422,0.551722978,0.590187876,1,0.71049197,6
0,1,0.174744747,0.603936774,0.645941016,0.252749242,0.648641016,1,0.174744747,6
1,1,0.456295011,0.511425294,0.428006591,0.173243509,0.855954849,1,0.456295011,6
1,1,0.776502732,0.608617796,0.758152319,0.601640536,0.222251495,1,0.776502732,6
1,1,0.93956967,0.293148969,0.471011166,0.83349292,0.963444503,1,0.93956967,6
0,1,0.627986878,0.488019974,0.128927647,0.867347045,0.870660624,1,0.627986878,6
0,1,0.501359119,0.143589108,0.080242036,0.676754236,0.691524147,1,0.501359119,6
0,1,0.533930317,0.70343173,0.050980227,0.08643584,0.071521163,1,0.533930317,6
1,1,0.21232174,0.782528591,0.310344408,0.900902941,0.798151331,1,0.21232174,6
1,1,0.857598253,0.073656112,0.657699672,0.528265132,0.759491073,1,0.857598253,6
0,1,0.255606221,0.452965587,0.53566404,0.148710616,0.03721398,1,0.255606221,6
1,1,0.601856772,0.622380946,0.384881494,0.197983994,0.938617961,1,0.601856772,6
1,1,0.154328382,0.272556596,0.443668104,0.101602679,0.513778061,1,0.154328382,6
0,1,0.374811353,0.847055924,0.606526907,0.398228055,0.947002306,1,0.374811353,6
1,1,0.79433747,0.194766045,0.931616409,0.191472966,0.654887444,1,0.79433747,6
0,1,0.988630328,0.476363756,0.03963469,0.26047837,0.491135102,1,0.988630328,6
1,1,0.276704065,0.388088664,0.116367287,0.399968558,0.086302713,1,0.276704065,6
1,1,0.234086422,0.807355853,0.56106955,0.691742008,0.305202322,1,0.234086422,6
0,1,0.613105882,0.898976544,0.158377376,0.878614653,0.820704679,1,0.613105882,6
1,1,0.111448584,0.031490181,0.460903181,0.612120158,0.502252449,1,0.111448584,6
1,1,0.63186549,0.952708908,0.742144617,0.391291014,0.017427748,1,0.63186549,7
1,1,0.45741848,0.981774978,0.311747444,0.879876502,0.402304732,1,0.45741848,7
0,1,0.301976221,0.977009207,0.655318799,0.262225424,0.508640472,1,0.301976221,7
1,1,0.826892073,0.907203908,0.657269479,0.8033819,0.480326501,1,0.826892073,7
1,1,0.896510772,0.64657455,0.874734958,0.816406877,0.905626414,1,0.896510772,7
0,1,0.422483799,0.794778802,0.104538332,0.623818194,0.042720273,1,0.422483799,7
0,1,0.643197843,0.072659252,0.865969579,0.72637056,0.466970185,1,0.643197843,7
1,1,0.763289925,0.296355858,0.99871825,0.551020363,0.702679268,1,0.763289925,7
1,1,0.071571782,0.016495826,0.81116084,0.797525532,0.769262396,1,0.071571782,7
1,1,0.805781671,0.524016981,0.016658431,0.530204266,0.191410729,1,0.805781671,7
1,1,0.133278258,0.03008636,0.277002939,0.392202402,0.320102438,1,0.133278258,7
1,1,0.564058608,0.356738053,0.748490575,0.048328509,0.49792204,1,0.564058608,7
0,1,0.175559413,0.462030496,0.590881189,0.457519193,0.996607878,1,0.175559413,7
0,1,0.256362676,0.428648671,0.69070508,0.994130334,0.02361255,1,0.256362676,7
1,1,0.391204884,0.336583814,0.907934001,0.178162531,0.146726198,1,0.391204884,7
1,1,0.401342544,0.256231977,0.759393189,0.820939265,0.860851267,1,0.401342544,7
1,1,0.093885166,0.570075594,0.604713317,0.027856489,0.298053848,1,0.093885166,7
1,1,0.529290657,0.005640873,0.285364529,0.485047695,0.613797902,1,0.529290657,7
1,1,0.889165294,0.623436246,0.237276513,0.426782098,0.976506279,1,0.889165294,7
1,1,0.526634701,0.298191249,0.370441438,0.859119751,0.093708276,1,0.526634701,7
1,1,0.191385468,0.808893636,0.570534725,0.195028508,0.809529376,1,0.191385468,7
1,1,0.995841378,0.415363173,0.895974407,0.092431779,0.628671621,1,0.995841378,7
1,1,0.261806466,0.450355209,0.639460133,0.04773875,0.683117361,1,0.261806466,7
1,1,0.672770272,0.137121301,0.092797904,0.005317902,0.525653883,1,0.672770272,7
1,1,0.015924908,0.493539111,0.158773893,0.067949843,0.665046189,1,0.015924908,7
1,1,0.99310134,0.660115021,0.636481772,0.000684375,0.377813324,1,0.99310134,8
0,1,0.664154841,0.619486431,0.529759102,0.011436719,0.092821554,1,0.664154841,8
0,1,0.540763022,0.518282628,0.586830301,0.21199758,0.003336242,1,0.540763022,8
1,1,0.740367619,0.14576097,0.517793606,0.71226397,0.013909176,1,0.740367619,8
0,1,0.822920178,0.374871419,0.961962064,0.939693919,0.794321854,1,0.822920178,8
0,1,0.41128697,0.258872711,0.663666088,0.818238399,0.717733872,1,0.41128697,8
0,1,0.034545901,0.028097103,0.937533606,0.679587571,0.367599665,1,0.034545901,8
0,1,0.085105107,0.308089237,0.15145492,0.135233205,0.097879532,1,0.085105107,8
1,1,0.174943629,0.363266453,0.146851016,0.420107761,0.676860058,1,0.174943629,8
0,1,0.905482519,0.390191213,0.852181352,0.470256031,0.850495064,1,0.905482519,8
0,1,0.356483014,0.784154331,0.754978861,0.374108496,0.890739375,1,0.356483014,8
0,1,0.017312589,0.188544065,0.26955316,0.770907433,0.266351966,1,0.017312589,8
1,1,0.985818624,0.449979182,0.626323334,0.147416794,0.966195672,1,0.985818624,8
0,1,0.335373309,0.585089975,0.373301521,0.369976236,0.576477562,1,0.335373309,8
1,1,0.993955906,0.840789802,0.871578277,0.549815925,0.996748708,1,0.993955906,8
1,1,0.411594413,0.040895022,0.544397409,0.243818892,0.963466111,1,0.411594413,8
0,1,0.640150027,0.120740406,0.385620012,0.326341811,0.74857302,1,0.640150027,8
1,1,0.232007432,0.621296064,0.420084985,0.054203323,0.736988692,1,0.232007432,8
1,1,0.826228005,0.236895606,0.728987383,0.719953888,0.678225877,1,0.826228005,8
0,1,0.130617014,0.282871277,0.976794032,0.950678468,0.66785344,1,0.130617014,8
1,1,0.404721206,0.975014956,0.008369179,0.313412166,0.415110958,1,0.404721206,8
1,1,0.521239143,0.802432135,0.554087057,0.278024371,0.686057165,1,0.521239143,8
0,1,0.014919099,0.056776047,0.115758881,0.671511647,0.796213794,1,0.014919099,8
0,1,0.50361918,0.817211354,0.024132619,0.486095607,0.412017825,1,0.50361918,8
1,1,0.641174911,0.568398951,0.915022833,0.089515075,0.358717443,1,0.641174911,8
1,1,0.53462305,0.340723322,0.034393506,0.442255287,0.740542003,1,0.53462305,8
1,1,0.049247308,0.424015905,0.629771087,0.152843119,0.465743642,1,0.049247308,8
0,1,0.247244904,0.854864742,0.219592729,0.750754838,0.453925155,1,0.247244904,8
0,1,0.948525443,0.941014971,0.042697187,0.477249736,0.637134831,1,0.948525443,8
0,1,0.172868606,0.393733109,0.809418406,0.254647786,0.181463933,1,0.172868606,8
1,1,0.270817382,0.039711287,0.237249425,0.42173068,0.26030868,1,0.270817382,9
1,1,0.496733335,0.275106695,0.157971589,0.70126743,0.446783473,1,0.496733335,9
0,1,0.277274345,0.626679868,0.331345918,0.904666744,0.91127766,1,0.277274345,9
1,1,0.930754771,0.444139852,0.145572975,0.562584582,0.229110229,1,0.930754771,9
1,1,0.812568761,0.739250417,0.453870869,0.872754701,0.223555504,1,0.812568761,9
1,1,0.499612573,0.133657768,0.175436629,0.393268601,0.812099298,1,0.499612573,9
1,1,0.366980657,0.829090741,0.143920526,0.135801496,0.276765353,1,0.366980657,9
1,1,0.566139426,0.536678955,0.331697318,0.649112644,0.670121632,1,0.566139426,9
1,1,0.852818588,0.229682493,0.918645383,0.714073259,0.484148922,1,0.852818588,9
0,1,0.116282303,0.334403118,0.153693027,0.136598022,0.270130975,1,0.116282303,9
1,1,0.875984031,0.801216743,0.424768536,0.897888468,0.865879086,1,0.875984031,9
1,1,0.533057082,0.622465655,0.845846946,0.203871674,0.491564432,1,0.533057082,9
0,1,0.415405694,0.656378402,0.505401445,0.872945763,0.370203072,1,0.415405694,9
1,1,0.695889755,0.01290629,0.709944245,0.500755513,0.550628277,1,0.695889755,9
0,1,0.145258905,0.875577523,0.389295199,0.897874522,0.538703236,1,0.145258905,9
1,1,0.903264449,0.442596094,0.148501765,0.507930202,0.869146154,1,0.903264449,9
1,1,0.617638729,0.357808154,0.274017368,0.246145943,0.522840397,1,0.617638729,9
0,1,0.503540713,0.941768394,0.33915403,0.506108595,0.873711592,1,0.503540713,9
0,1,0.207527278,0.930438578,0.154349277,0.913897734,0.240048994,1,0.207527278,9
1,1,0.084442971,0.42642042,0.384779755,0.109593671,0.19506748,1,0.084442971,9
1,1,0.603838196,0.994323466,0.92327148,0.174492131,0.387840654,1,0.603838196,9
0,1,0.864451281,0.549784135,0.063815444,0.291089776,0.014997896,1,0.864451281,10
1,1,0.56095226,0.498380504,0.69897736,0.62752374,0.259074094,1,0.56095226,10
1,1,0.61893923,0.425420137,0.567926848,0.117070944,0.4102719,1,0.61893923,10
0,1,0.766291978,0.903463311,0.051840801,0.891481078,0.049710746,1,0.766291978,10
0,1,0.719829452,0.639451452,0.176153305,0.872761472,0.377127948,1,0.719829452,10
1,1,0.404303037,0.569829049,0.789937855,0.086974249,0.266370679,1,0.404303037,10
1,1,0.624019887,0.980620844,0.400053519,0.903221641,0.744955461,1,0.624019887,10
0,1,0.693864116,0.97663493,0.220853209,0.807799655,0.030369338,1,0.693864116,10
0,1,0.888056272,0.102554164,0.766683672,0.340378888,0.165672887,1,0.888056272,10
1,1,0.446127238,0.446165095,0.359792472,0.113695512,0.278175998,1,0.446127238,10
0,1,0.553338758,0.646654376,0.558151205,0.607168978,0.203994278,1,0.553338758,10
1,1,0.971801232,0.702282363,0.870886333,0.072058626,0.914901574,1,0.971801232,10
0,1,0.611834934,0.246965795,0.217740667,0.037456103,0.447057387,1,0.611834934,10
1,1,0.564336509,0.525028222,0.318322063,0.255079014,0.522931892,1,0.564336509,10
1,1,0.312785639,0.91214945,0.374138151,0.261047922,0.969529002,1,0.312785639,10
1,1,0.065920644,0.149360608,0.675359839,0.899954127,0.892751927,1,0.065920644,10
1,1,0.526355013,0.515978436,0.854530691,0.352874604,0.924602585,1,0.526355013,10
1,1,0.314786665,0.154135742,0.839180871,0.636724147,0.871565229,1,0.314786665,10
0,1,0.813089133,0.704235645,0.766450902,0.745224968,0.064513461,1,0.813089133,10
0,1,0.170104484,0.29324486,0.362218415,0.815608051,0.927964634,1,0.170104484,10
1,1,0.112756289,0.143395697,0.607934457,0.635725423,0.036357025,1,0.112756289,10
0,1,0.848509754,0.043409525,0.379685011,0.7304051,0.554481537,1,0.848509754,10
0,1,0.343805949,0.088201006,0.511172267,0.388671321,0.176956365,1,0.343805949,10
0,1,0.500894602,0.050062269,0.639367784,0.986555098,0.985325212,1,0.500894602,10
1,1,0.802771691,0.264710956,0.231246243,0.75503957,0.885026853,1,0.802771691,10
0,1,0.450054573,0.129757159,0.050528585,0.962244652,0.537653725,1,0.450054573,10
1,1,0.261617829,0.304167178,0.863007687,0.193113014,0.047172674,1,0.261617829,10
1,1,0.652309863,0.696286275,0.346222103,0.094907618,0.81721557,1,0.652309863,10
0,1,0.984586806,0.6894882,0.501242093,0.114574932,0.081848562,1,0.984586806,11
1,1,0.900484384,0.042385001,0.341658474,0.398331611,0.988903671,1,0.900484384,11
1,1,0.946695366,0.986808209,0.565447987,0.630957703,0.901603256,1,0.946695366,11
1,1,0.396995781,0.497507902,0.167739702,0.604323484,0.5735396,1,0.396995781,11
1,1,0.991678535,0.774694919,0.865746843,0.672300529,0.53761334,1,0.991678535,11
1,1,0.778358543,0.639730397,0.258912513,0.944728162,0.548407476,1,0.778358543,11
1,1,0.609510715,0.974176346,0.541435977,0.581282329,0.022399019,1,0.609510715,11
1,1,0.57624734,0.73237859,0.873438129,0.011017294,0.946228799,1,0.57624734,11
0,1,0.991450871,0.716993693,0.514787507,0.557211712,0.200459691,1,0.991450871,11
1,1,0.268078867,0.702738931,0.489372521,0.688387399,0.988871903,1,0.268078867,11
1,1,0.636712956,0.990980716,0.632022602,0.192909864,0.752397301,1,0.636712956,11
1,1,0.992741985,0.910814604,0.490641364,0.664700212,0.961898986,1,0.992741985,11
1,1,0.690740144,0.268547657,0.431452143,0.252370887,0.74191475,1,0.690740144,11
1,1,0.19134456,0.217866531,0.091506229,0.31036657,0.562288838,1,0.19134456,11
1,1,0.105097721,0.677676268,0.512696712,0.033083364,0.56356227,1,0.105097721,11
1,1,0.810586363,0.804926233,0.791395891,0.132111728,0.925971177,1,0.810586363,11
1,1,0.241781387,0.878875804,0.013016061,0.625512562,0.561866807,1,0.241781387,11
1,1,0.54617803,0.093766118,0.105187978,0.258376971,0.821467432,1,0.54617803,11
0,1,0.352661003,0.593709319,0.311235774,0.778695798,0.857592895,1,0.352661003,11
1,1,0.492487032,0.013980034,0.786441551,0.89646518,0.329789923,1,0.492487032,11
1,1,0.782447538,0.103517534,0.711920128,0.691713093,0.543135675,1,0.782447538,11
1,1,0.24417501,0.402628011,0.257176583,0.420344909,0.579998158,1,0.24417501,11
0,1,0.223900462,0.220631776,0.329967898,0.776456234,0.994391137,1,0.223900462,11
1,1,0.896729606,0.793020454,0.218669603,0.447287142,0.456179804,1,0.896729606,11
1,1,0.026077178,0.818456901,0.207566929,0.162194307,0.928062523,1,0.026077178,11
1,1,0.628480822,0.078751711,0.225978562,0.628918206,0.871504963,1,0.628480822,11
1,1,0.376508305,0.424776319,0.493246522,0.748309735,0.991867031,1,0.376508305,11
1,1,0.381496403,0.490472166,0.696963785,0.712644337,0.930097688,1,0.381496403,11
1,1,0.768017624,0.366035713,0.775809827,0.314106222,0.494125878,1,0.768017624,12
0,1,0.710830231,0.886429436,0.976495491,0.476698441,0.474163282,1,0.710830231,12
0,1,0.012300846,0.212544623,0.76339303,0.6031394,0.250747751,1,0.012300846,12
0,1,0.34796419,0.627015056,0.301922955,0.951683363,0.133481762,1,0.34796419,12
1,1,0.660313569,0.387536671,0.386509288,0.446732729,0.073327015,1,0.660313569,12
0,1,0.181541987,0.876208456,0.535801447,0.370845414,0.793902763,1,0.181541987,12
1,1,0.611594277,0.177627825,0.687594646,0.394656073,0.754611694,1,0.611594277,12
1,1,0.047511484,0.677787487,0.400101209,0.505772368,0.457235373,1,0.047511484,12
1,1,0.444038702,0.298289529,0.923806197,0.973479346,0.836741867,1,0.444038702,12
1,1,0.944608116,0.30024131,0.341117944,0.497276644,0.356344652,1,0.944608116,12
0,1,0.13795517,0.000134253,0.015919877,0.849150216,0.331409476,1,0.13795517,12
0,1,0.530728895,0.613119154,0.917268076,0.13175024,0.482807103,1,0.530728895,12
0,1,0.288313818,0.461965717,0.754111119,0.907936514,0.621957047,1,0.288313818,12
0,1,0.64285218,0.719362509,0.14086323,0.982478325,0.721685582,1,0.64285218,12
1,1,0.336890062,0.031716819,0.000487525,0.488592309,0.815002203,1,0.336890062,12
0,1,0.092683375,0.863079327,0.347247004,0.202603482,0.204176824,1,0.092683375,12
1,1,0.565478365,0.814029277,0.815055651,0.879935007,0.822260127,1,0.565478365,12
1,1,0.963037111,0.581170621,0.11979858,0.141993676,0.740033255,1,0.963037111,12
1,1,0.963347013,0.176903988,0.765526207,0.929041892,0.783232374,1,0.963347013,12
1,1,0.805549388,0.017390428,0.696023868,0.453961957,0.154058615,1,0.805549388,12
0,1,0.065046869,0.731170401,0.863953546,0.093886798,0.676969689,1,0.065046869,12
0,1,0.746732723,0.719490652,0.507913106,0.661084277,0.065637843,1,0.746732723,12
1,1,0.802305451,0.104132178,0.719184089,0.969698098,0.851019506,1,0.802305451,12
